Width (nm), Thickness (nm), Capacitance (F)
50, 69, 0.000000000040
50, 70, 0.000000000040
50, 70, 0.000000000040
50, 71, 0.000000000040
50, 72, 0.000000000040
50, 73, 0.000000000040
50, 74, 0.000000000040
50, 75, 0.000000000040
50, 76, 0.000000000040
50, 77, 0.000000000040
50, 78, 0.000000000040
50, 79, 0.000000000040
50, 80, 0.000000000040
50, 80, 0.000000000040
50, 81, 0.000000000040
50, 82, 0.000000000040
50, 83, 0.000000000040
50, 84, 0.000000000040
50, 85, 0.000000000040
50, 86, 0.000000000040
50, 87, 0.000000000040
50, 88, 0.000000000040
50, 89, 0.000000000040
50, 90, 0.000000000040
50, 90, 0.000000000040
50, 91, 0.000000000040
50, 92, 0.000000000040
50, 93, 0.000000000040
50, 94, 0.000000000040
50, 95, 0.000000000040
50, 96, 0.000000000040
50, 97, 0.000000000040
50, 98, 0.000000000040
50, 99, 0.000000000040
50, 100, 0.000000000040
51, 10, 0.000000000039
51, 10, 0.000000000039
51, 11, 0.000000000039
51, 12, 0.000000000039
51, 13, 0.000000000039
51, 14, 0.000000000039
51, 15, 0.000000000040
51, 16, 0.000000000040
51, 17, 0.000000000040
51, 18, 0.000000000040
51, 19, 0.000000000040
51, 20, 0.000000000040
51, 20, 0.000000000040
51, 21, 0.000000000040
51, 22, 0.000000000040
51, 23, 0.000000000040
51, 24, 0.000000000040
51, 25, 0.000000000040
51, 26, 0.000000000040
51, 27, 0.000000000040
51, 28, 0.000000000040
51, 29, 0.000000000040
51, 30, 0.000000000040
51, 30, 0.000000000040
51, 31, 0.000000000040
51, 32, 0.000000000040
51, 33, 0.000000000040
51, 34, 0.000000000040
51, 35, 0.000000000040
51, 36, 0.000000000040
51, 37, 0.000000000040
51, 38, 0.000000000040
51, 39, 0.000000000040
51, 40, 0.000000000040
51, 40, 0.000000000040
51, 41, 0.000000000040
51, 42, 0.000000000040
51, 43, 0.000000000040
51, 44, 0.000000000040
51, 45, 0.000000000040
51, 46, 0.000000000040
51, 47, 0.000000000040
51, 48, 0.000000000040
51, 49, 0.000000000040
51, 50, 0.000000000040
51, 50, 0.000000000040
51, 51, 0.000000000040
51, 52, 0.000000000040
51, 53, 0.000000000040
51, 54, 0.000000000040
51, 55, 0.000000000040
51, 56, 0.000000000040
51, 57, 0.000000000040
51, 58, 0.000000000040
51, 59, 0.000000000040
51, 60, 0.000000000041
51, 60, 0.000000000041
51, 61, 0.000000000041
51, 62, 0.000000000041
51, 63, 0.000000000041
51, 64, 0.000000000041
51, 65, 0.000000000041
51, 66, 0.000000000041
51, 67, 0.000000000041
51, 68, 0.000000000041
51, 69, 0.000000000041
51, 70, 0.000000000041
51, 70, 0.000000000041
51, 71, 0.000000000041
51, 72, 0.000000000041
51, 73, 0.000000000041
51, 74, 0.000000000041
51, 75, 0.000000000041
51, 76, 0.000000000041
51, 77, 0.000000000041
51, 78, 0.000000000041
51, 79, 0.000000000041
51, 80, 0.000000000041
51, 80, 0.000000000041
51, 81, 0.000000000041
51, 82, 0.000000000041
51, 83, 0.000000000041
51, 84, 0.000000000041
51, 85, 0.000000000041
51, 86, 0.000000000041
51, 87, 0.000000000041
51, 88, 0.000000000041
51, 89, 0.000000000041
51, 90, 0.000000000041
51, 90, 0.000000000041
51, 91, 0.000000000041
51, 92, 0.000000000041
51, 93, 0.000000000041
51, 94, 0.000000000041
51, 95, 0.000000000041
51, 96, 0.000000000041
51, 97, 0.000000000041
51, 98, 0.000000000041
51, 99, 0.000000000041
51, 100, 0.000000000041
52, 10, 0.000000000040
52, 10, 0.000000000040
52, 11, 0.000000000040
52, 12, 0.000000000040
52, 13, 0.000000000040
52, 14, 0.000000000040
52, 15, 0.000000000040
52, 16, 0.000000000040
52, 17, 0.000000000040
52, 18, 0.000000000040
52, 19, 0.000000000040
52, 20, 0.000000000040
52, 20, 0.000000000040
52, 21, 0.000000000040
52, 22, 0.000000000040
52, 23, 0.000000000040
52, 24, 0.000000000040
52, 25, 0.000000000040
52, 26, 0.000000000040
52, 27, 0.000000000040
52, 28, 0.000000000040
52, 29, 0.000000000040
52, 30, 0.000000000041
52, 30, 0.000000000041
52, 31, 0.000000000041
52, 32, 0.000000000041
52, 33, 0.000000000041
52, 34, 0.000000000041
52, 35, 0.000000000041
52, 36, 0.000000000041
52, 37, 0.000000000041
52, 38, 0.000000000041
52, 39, 0.000000000041
52, 40, 0.000000000041
52, 40, 0.000000000041
52, 41, 0.000000000041
52, 42, 0.000000000041
52, 43, 0.000000000041
52, 44, 0.000000000041
52, 45, 0.000000000041
52, 46, 0.000000000041
52, 47, 0.000000000041
52, 48, 0.000000000041
52, 49, 0.000000000041
52, 50, 0.000000000041
52, 50, 0.000000000041
52, 51, 0.000000000041
52, 52, 0.000000000041
52, 53, 0.000000000041
52, 54, 0.000000000041
52, 55, 0.000000000041
52, 56, 0.000000000041
52, 57, 0.000000000041
52, 58, 0.000000000041
52, 59, 0.000000000041
52, 60, 0.000000000041
52, 60, 0.000000000041
52, 61, 0.000000000041
52, 62, 0.000000000041
52, 63, 0.000000000041
52, 64, 0.000000000041
52, 65, 0.000000000041
52, 66, 0.000000000041
52, 67, 0.000000000041
52, 68, 0.000000000041
52, 69, 0.000000000041
52, 70, 0.000000000041
52, 70, 0.000000000041
52, 71, 0.000000000041
52, 72, 0.000000000041
52, 73, 0.000000000041
52, 74, 0.000000000041
52, 75, 0.000000000041
52, 76, 0.000000000041
52, 77, 0.000000000041
52, 78, 0.000000000041
52, 79, 0.000000000041
52, 80, 0.000000000041
52, 80, 0.000000000041
52, 81, 0.000000000041
52, 82, 0.000000000041
52, 83, 0.000000000041
52, 84, 0.000000000041
52, 85, 0.000000000041
52, 86, 0.000000000041
52, 87, 0.000000000041
52, 88, 0.000000000041
52, 89, 0.000000000041
52, 90, 0.000000000041
52, 90, 0.000000000041
52, 91, 0.000000000041
52, 92, 0.000000000041
52, 93, 0.000000000041
52, 94, 0.000000000041
52, 95, 0.000000000041
52, 96, 0.000000000041
52, 97, 0.000000000041
52, 98, 0.000000000041
52, 99, 0.000000000041
52, 100, 0.000000000041
53, 10, 0.000000000040
53, 10, 0.000000000040
53, 11, 0.000000000040
53, 12, 0.000000000040
53, 13, 0.000000000040
53, 14, 0.000000000040
53, 15, 0.000000000041
53, 16, 0.000000000041
53, 17, 0.000000000041
53, 18, 0.000000000041
53, 19, 0.000000000041
53, 20, 0.000000000041
53, 20, 0.000000000041
53, 21, 0.000000000041
53, 22, 0.000000000041
53, 23, 0.000000000041
53, 24, 0.000000000041
53, 25, 0.000000000041
53, 26, 0.000000000041
53, 27, 0.000000000041
53, 28, 0.000000000041
53, 29, 0.000000000041
53, 30, 0.000000000041
53, 30, 0.000000000041
53, 31, 0.000000000041
53, 32, 0.000000000041
53, 33, 0.000000000041
53, 34, 0.000000000041
53, 35, 0.000000000041
53, 36, 0.000000000041
53, 37, 0.000000000041
53, 38, 0.000000000041
53, 39, 0.000000000041
53, 40, 0.000000000041
53, 40, 0.000000000041
53, 41, 0.000000000041
53, 42, 0.000000000041
53, 43, 0.000000000041
53, 44, 0.000000000041
53, 45, 0.000000000041
53, 46, 0.000000000041
53, 47, 0.000000000041
53, 48, 0.000000000041
53, 49, 0.000000000041
53, 50, 0.000000000041
53, 50, 0.000000000041
53, 51, 0.000000000041
53, 52, 0.000000000041
53, 53, 0.000000000041
53, 54, 0.000000000041
53, 55, 0.000000000041
53, 56, 0.000000000041
53, 57, 0.000000000041
53, 58, 0.000000000041
53, 59, 0.000000000042
53, 60, 0.000000000042
53, 60, 0.000000000042
53, 61, 0.000000000042
53, 62, 0.000000000042
53, 63, 0.000000000042
53, 64, 0.000000000042
53, 65, 0.000000000042
53, 66, 0.000000000042
53, 67, 0.000000000042
53, 68, 0.000000000042
53, 69, 0.000000000042
53, 70, 0.000000000042
53, 70, 0.000000000042
53, 71, 0.000000000042
53, 72, 0.000000000042
53, 73, 0.000000000042
53, 74, 0.000000000042
53, 75, 0.000000000042
53, 76, 0.000000000042
53, 77, 0.000000000042
53, 78, 0.000000000042
53, 79, 0.000000000042
53, 80, 0.000000000042
53, 80, 0.000000000042
53, 81, 0.000000000042
53, 82, 0.000000000042
53, 83, 0.000000000042
53, 84, 0.000000000042
53, 85, 0.000000000042
53, 86, 0.000000000042
53, 87, 0.000000000042
53, 88, 0.000000000042
53, 89, 0.000000000042
53, 90, 0.000000000042
53, 90, 0.000000000042
53, 91, 0.000000000042
53, 92, 0.000000000042
53, 93, 0.000000000042
53, 94, 0.000000000042
53, 95, 0.000000000042
53, 96, 0.000000000042
53, 97, 0.000000000042
53, 98, 0.000000000042
53, 99, 0.000000000042
53, 100, 0.000000000042
54, 10, 0.000000000041
54, 10, 0.000000000041
54, 11, 0.000000000041
54, 12, 0.000000000041
54, 13, 0.000000000041
54, 14, 0.000000000041
54, 15, 0.000000000041
54, 16, 0.000000000041
54, 17, 0.000000000041
54, 18, 0.000000000041
54, 19, 0.000000000041
54, 20, 0.000000000041
54, 20, 0.000000000041
54, 21, 0.000000000041
54, 22, 0.000000000041
54, 23, 0.000000000041
54, 24, 0.000000000041
54, 25, 0.000000000041
54, 26, 0.000000000041
54, 27, 0.000000000041
54, 28, 0.000000000041
54, 29, 0.000000000041
54, 30, 0.000000000042
54, 30, 0.000000000042
54, 31, 0.000000000042
54, 32, 0.000000000042
54, 33, 0.000000000042
54, 34, 0.000000000042
54, 35, 0.000000000042
54, 36, 0.000000000042
54, 37, 0.000000000042
54, 38, 0.000000000042
54, 39, 0.000000000042
54, 40, 0.000000000042
54, 40, 0.000000000042
54, 41, 0.000000000042
54, 42, 0.000000000042
54, 43, 0.000000000042
54, 44, 0.000000000042
54, 45, 0.000000000042
54, 46, 0.000000000042
54, 47, 0.000000000042
54, 48, 0.000000000042
54, 49, 0.000000000042
54, 50, 0.000000000042
54, 50, 0.000000000042
54, 51, 0.000000000042
54, 52, 0.000000000042
54, 53, 0.000000000042
54, 54, 0.000000000042
54, 55, 0.000000000042
54, 56, 0.000000000042
54, 57, 0.000000000042
54, 58, 0.000000000042
54, 59, 0.000000000042
54, 60, 0.000000000042
54, 60, 0.000000000042
54, 61, 0.000000000042
54, 62, 0.000000000042
54, 63, 0.000000000042
54, 64, 0.000000000042
54, 65, 0.000000000042
54, 66, 0.000000000042
54, 67, 0.000000000042
54, 68, 0.000000000042
54, 69, 0.000000000042
54, 70, 0.000000000042
54, 70, 0.000000000042
54, 71, 0.000000000042
54, 72, 0.000000000042
54, 73, 0.000000000042
54, 74, 0.000000000042
54, 75, 0.000000000042
54, 76, 0.000000000042
54, 77, 0.000000000042
54, 78, 0.000000000042
54, 79, 0.000000000042
54, 80, 0.000000000042
54, 80, 0.000000000042
54, 81, 0.000000000042
54, 82, 0.000000000042
54, 83, 0.000000000042
54, 84, 0.000000000042
54, 85, 0.000000000042
54, 86, 0.000000000042
54, 87, 0.000000000042
54, 88, 0.000000000042
54, 89, 0.000000000042
54, 90, 0.000000000042
54, 90, 0.000000000042
54, 91, 0.000000000042
54, 92, 0.000000000042
54, 93, 0.000000000042
54, 94, 0.000000000042
54, 95, 0.000000000042
54, 96, 0.000000000042
54, 97, 0.000000000042
54, 98, 0.000000000042
54, 99, 0.000000000042
54, 100, 0.000000000042
55, 10, 0.000000000041
55, 10, 0.000000000041
55, 11, 0.000000000041
55, 12, 0.000000000041
55, 13, 0.000000000041
55, 14, 0.000000000041
55, 15, 0.000000000042
55, 16, 0.000000000042
55, 17, 0.000000000042
55, 18, 0.000000000042
55, 19, 0.000000000042
55, 20, 0.000000000042
55, 20, 0.000000000042
55, 21, 0.000000000042
55, 22, 0.000000000042
55, 23, 0.000000000042
55, 24, 0.000000000042
55, 25, 0.000000000042
55, 26, 0.000000000042
55, 27, 0.000000000042
55, 28, 0.000000000042
55, 29, 0.000000000042
55, 30, 0.000000000042
55, 30, 0.000000000042
55, 31, 0.000000000042
55, 32, 0.000000000042
55, 33, 0.000000000042
55, 34, 0.000000000042
55, 35, 0.000000000042
55, 36, 0.000000000042
55, 37, 0.000000000042
55, 38, 0.000000000042
55, 39, 0.000000000042
55, 40, 0.000000000042
55, 40, 0.000000000042
55, 41, 0.000000000042
55, 42, 0.000000000042
55, 43, 0.000000000042
55, 44, 0.000000000042
55, 45, 0.000000000042
55, 46, 0.000000000042
55, 47, 0.000000000042
55, 48, 0.000000000042
55, 49, 0.000000000042
55, 50, 0.000000000042
55, 50, 0.000000000042
55, 51, 0.000000000042
55, 52, 0.000000000042
55, 53, 0.000000000042
55, 54, 0.000000000042
55, 55, 0.000000000042
55, 56, 0.000000000042
55, 57, 0.000000000042
55, 58, 0.000000000043
55, 59, 0.000000000043
55, 60, 0.000000000043
55, 60, 0.000000000043
55, 61, 0.000000000043
55, 62, 0.000000000043
55, 63, 0.000000000043
55, 64, 0.000000000043
55, 65, 0.000000000043
55, 66, 0.000000000043
55, 67, 0.000000000043
55, 68, 0.000000000043
55, 69, 0.000000000043
55, 70, 0.000000000043
55, 70, 0.000000000043
55, 71, 0.000000000043
55, 72, 0.000000000043
55, 73, 0.000000000043
55, 74, 0.000000000043
55, 75, 0.000000000043
55, 76, 0.000000000043
55, 77, 0.000000000043
55, 78, 0.000000000043
55, 79, 0.000000000043
55, 80, 0.000000000043
55, 80, 0.000000000043
55, 81, 0.000000000043
55, 82, 0.000000000043
55, 83, 0.000000000043
55, 84, 0.000000000043
55, 85, 0.000000000043
55, 86, 0.000000000043
55, 87, 0.000000000043
55, 88, 0.000000000043
55, 89, 0.000000000043
55, 90, 0.000000000043
55, 90, 0.000000000043
55, 91, 0.000000000043
55, 92, 0.000000000043
55, 93, 0.000000000043
55, 94, 0.000000000043
55, 95, 0.000000000043
55, 96, 0.000000000043
55, 97, 0.000000000043
55, 98, 0.000000000043
55, 99, 0.000000000043
55, 100, 0.000000000043
56, 10, 0.000000000042
56, 10, 0.000000000042
56, 11, 0.000000000042
56, 12, 0.000000000042
56, 13, 0.000000000042
56, 14, 0.000000000042
56, 15, 0.000000000042
56, 16, 0.000000000042
56, 17, 0.000000000042
56, 18, 0.000000000042
56, 19, 0.000000000042
56, 20, 0.000000000042
56, 20, 0.000000000042
56, 21, 0.000000000042
56, 22, 0.000000000042
56, 23, 0.000000000042
56, 24, 0.000000000042
56, 25, 0.000000000042
56, 26, 0.000000000042
56, 27, 0.000000000042
56, 28, 0.000000000042
56, 29, 0.000000000043
56, 30, 0.000000000043
56, 30, 0.000000000043
56, 31, 0.000000000043
56, 32, 0.000000000043
56, 33, 0.000000000043
56, 34, 0.000000000043
56, 35, 0.000000000043
56, 36, 0.000000000043
56, 37, 0.000000000043
56, 38, 0.000000000043
56, 39, 0.000000000043
56, 40, 0.000000000043
56, 40, 0.000000000043
56, 41, 0.000000000043
56, 42, 0.000000000043
56, 43, 0.000000000043
56, 44, 0.000000000043
56, 45, 0.000000000043
56, 46, 0.000000000043
56, 47, 0.000000000043
56, 48, 0.000000000043
56, 49, 0.000000000043
56, 50, 0.000000000043
56, 50, 0.000000000043
56, 51, 0.000000000043
56, 52, 0.000000000043
56, 53, 0.000000000043
56, 54, 0.000000000043
56, 55, 0.000000000043
56, 56, 0.000000000043
56, 57, 0.000000000043
56, 58, 0.000000000043
56, 59, 0.000000000043
56, 60, 0.000000000043
56, 60, 0.000000000043
56, 61, 0.000000000043
56, 62, 0.000000000043
56, 63, 0.000000000043
56, 64, 0.000000000043
56, 65, 0.000000000043
56, 66, 0.000000000043
56, 67, 0.000000000043
56, 68, 0.000000000043
56, 69, 0.000000000043
56, 70, 0.000000000043
56, 70, 0.000000000043
56, 71, 0.000000000043
56, 72, 0.000000000043
56, 73, 0.000000000043
56, 74, 0.000000000043
56, 75, 0.000000000043
56, 76, 0.000000000043
56, 77, 0.000000000043
56, 78, 0.000000000043
56, 79, 0.000000000043
56, 80, 0.000000000043
56, 80, 0.000000000043
56, 81, 0.000000000043
56, 82, 0.000000000043
56, 83, 0.000000000043
56, 84, 0.000000000043
56, 85, 0.000000000043
56, 86, 0.000000000043
56, 87, 0.000000000043
56, 88, 0.000000000043
56, 89, 0.000000000043
56, 90, 0.000000000043
56, 90, 0.000000000043
56, 91, 0.000000000043
56, 92, 0.000000000043
56, 93, 0.000000000043
56, 94, 0.000000000043
56, 95, 0.000000000043
56, 96, 0.000000000043
56, 97, 0.000000000043
56, 98, 0.000000000043
56, 99, 0.000000000043
56, 100, 0.000000000043
57, 10, 0.000000000042
57, 10, 0.000000000042
57, 11, 0.000000000042
57, 12, 0.000000000042
57, 13, 0.000000000042
57, 14, 0.000000000042
57, 15, 0.000000000043
57, 16, 0.000000000043
57, 17, 0.000000000043
57, 18, 0.000000000043
57, 19, 0.000000000043
57, 20, 0.000000000043
57, 20, 0.000000000043
57, 21, 0.000000000043
57, 22, 0.000000000043
57, 23, 0.000000000043
57, 24, 0.000000000043
57, 25, 0.000000000043
57, 26, 0.000000000043
57, 27, 0.000000000043
57, 28, 0.000000000043
57, 29, 0.000000000043
57, 30, 0.000000000043
57, 30, 0.000000000043
57, 31, 0.000000000043
57, 32, 0.000000000043
57, 33, 0.000000000043
57, 34, 0.000000000043
57, 35, 0.000000000043
57, 36, 0.000000000043
57, 37, 0.000000000043
57, 38, 0.000000000043
57, 39, 0.000000000043
57, 40, 0.000000000043
57, 40, 0.000000000043
57, 41, 0.000000000043
57, 42, 0.000000000043
57, 43, 0.000000000043
57, 44, 0.000000000043
57, 45, 0.000000000043
57, 46, 0.000000000043
57, 47, 0.000000000043
57, 48, 0.000000000043
57, 49, 0.000000000043
57, 50, 0.000000000043
57, 50, 0.000000000043
57, 51, 0.000000000043
57, 52, 0.000000000043
57, 53, 0.000000000043
57, 54, 0.000000000043
57, 55, 0.000000000043
57, 56, 0.000000000043
57, 57, 0.000000000044
57, 58, 0.000000000044
57, 59, 0.000000000044
57, 60, 0.000000000044
57, 60, 0.000000000044
57, 61, 0.000000000044
57, 62, 0.000000000044
57, 63, 0.000000000044
57, 64, 0.000000000044
57, 65, 0.000000000044
57, 66, 0.000000000044
57, 67, 0.000000000044
57, 68, 0.000000000044
57, 69, 0.000000000044
57, 70, 0.000000000044
57, 70, 0.000000000044
57, 71, 0.000000000044
57, 72, 0.000000000044
57, 73, 0.000000000044
57, 74, 0.000000000044
57, 75, 0.000000000044
57, 76, 0.000000000044
57, 77, 0.000000000044
57, 78, 0.000000000044
57, 79, 0.000000000044
57, 80, 0.000000000044
57, 80, 0.000000000044
57, 81, 0.000000000044
57, 82, 0.000000000044
57, 83, 0.000000000044
57, 84, 0.000000000044
57, 85, 0.000000000044
57, 86, 0.000000000044
57, 87, 0.000000000044
57, 88, 0.000000000044
57, 89, 0.000000000044
57, 90, 0.000000000044
57, 90, 0.000000000044
57, 91, 0.000000000044
57, 92, 0.000000000044
57, 93, 0.000000000044
57, 94, 0.000000000044
57, 95, 0.000000000044
57, 96, 0.000000000044
57, 97, 0.000000000044
57, 98, 0.000000000044
57, 99, 0.000000000044
57, 100, 0.000000000044
58, 10, 0.000000000043
58, 10, 0.000000000043
58, 11, 0.000000000043
58, 12, 0.000000000043
58, 13, 0.000000000043
58, 14, 0.000000000043
58, 15, 0.000000000043
58, 16, 0.000000000043
58, 17, 0.000000000043
58, 18, 0.000000000043
58, 19, 0.000000000043
58, 20, 0.000000000043
58, 20, 0.000000000043
58, 21, 0.000000000043
58, 22, 0.000000000043
58, 23, 0.000000000043
58, 24, 0.000000000043
58, 25, 0.000000000043
58, 26, 0.000000000043
58, 27, 0.000000000043
58, 28, 0.000000000043
58, 29, 0.000000000044
58, 30, 0.000000000044
58, 30, 0.000000000044
58, 31, 0.000000000044
58, 32, 0.000000000044
58, 33, 0.000000000044
58, 34, 0.000000000044
58, 35, 0.000000000044
58, 36, 0.000000000044
58, 37, 0.000000000044
58, 38, 0.000000000044
58, 39, 0.000000000044
58, 40, 0.000000000044
58, 40, 0.000000000044
58, 41, 0.000000000044
58, 42, 0.000000000044
58, 43, 0.000000000044
58, 44, 0.000000000044
58, 45, 0.000000000044
58, 46, 0.000000000044
58, 47, 0.000000000044
58, 48, 0.000000000044
58, 49, 0.000000000044
58, 50, 0.000000000044
58, 50, 0.000000000044
58, 51, 0.000000000044
58, 52, 0.000000000044
58, 53, 0.000000000044
58, 54, 0.000000000044
58, 55, 0.000000000044
58, 56, 0.000000000044
58, 57, 0.000000000044
58, 58, 0.000000000044
58, 59, 0.000000000044
58, 60, 0.000000000044
58, 60, 0.000000000044
58, 61, 0.000000000044
58, 62, 0.000000000044
58, 63, 0.000000000044
58, 64, 0.000000000044
58, 65, 0.000000000044
58, 66, 0.000000000044
58, 67, 0.000000000044
58, 68, 0.000000000044
58, 69, 0.000000000044
58, 70, 0.000000000044
58, 70, 0.000000000044
58, 71, 0.000000000044
58, 72, 0.000000000044
58, 73, 0.000000000044
58, 74, 0.000000000044
58, 75, 0.000000000044
58, 76, 0.000000000044
58, 77, 0.000000000044
58, 78, 0.000000000044
58, 79, 0.000000000044
58, 80, 0.000000000044
58, 80, 0.000000000044
58, 81, 0.000000000044
58, 82, 0.000000000044
58, 83, 0.000000000044
58, 84, 0.000000000044
58, 85, 0.000000000044
58, 86, 0.000000000044
58, 87, 0.000000000044
58, 88, 0.000000000044
58, 89, 0.000000000044
58, 90, 0.000000000044
58, 90, 0.000000000044
58, 91, 0.000000000044
58, 92, 0.000000000044
58, 93, 0.000000000044
58, 94, 0.000000000044
58, 95, 0.000000000044
58, 96, 0.000000000044
58, 97, 0.000000000044
58, 98, 0.000000000044
58, 99, 0.000000000044
58, 100, 0.000000000044
59, 10, 0.000000000043
59, 10, 0.000000000043
59, 11, 0.000000000043
59, 12, 0.000000000043
59, 13, 0.000000000043
59, 14, 0.000000000044
59, 15, 0.000000000044
59, 16, 0.000000000044
59, 17, 0.000000000044
59, 18, 0.000000000044
59, 19, 0.000000000044
59, 20, 0.000000000044
59, 20, 0.000000000044
59, 21, 0.000000000044
59, 22, 0.000000000044
59, 23, 0.000000000044
59, 24, 0.000000000044
59, 25, 0.000000000044
59, 26, 0.000000000044
59, 27, 0.000000000044
59, 28, 0.000000000044
59, 29, 0.000000000044
59, 30, 0.000000000044
59, 30, 0.000000000044
59, 31, 0.000000000044
59, 32, 0.000000000044
59, 33, 0.000000000044
59, 34, 0.000000000044
59, 35, 0.000000000044
59, 36, 0.000000000044
59, 37, 0.000000000044
59, 38, 0.000000000044
59, 39, 0.000000000044
59, 40, 0.000000000044
59, 40, 0.000000000044
59, 41, 0.000000000044
59, 42, 0.000000000044
59, 43, 0.000000000044
59, 44, 0.000000000044
59, 45, 0.000000000044
59, 46, 0.000000000044
59, 47, 0.000000000044
59, 48, 0.000000000044
59, 49, 0.000000000044
59, 50, 0.000000000044
59, 50, 0.000000000044
59, 51, 0.000000000044
59, 52, 0.000000000044
59, 53, 0.000000000044
59, 54, 0.000000000044
59, 55, 0.000000000044
59, 56, 0.000000000045
59, 57, 0.000000000045
59, 58, 0.000000000045
59, 59, 0.000000000045
59, 60, 0.000000000045
59, 60, 0.000000000045
59, 61, 0.000000000045
59, 62, 0.000000000045
59, 63, 0.000000000045
59, 64, 0.000000000045
59, 65, 0.000000000045
59, 66, 0.000000000045
59, 67, 0.000000000045
59, 68, 0.000000000045
59, 69, 0.000000000045
59, 70, 0.000000000045
59, 70, 0.000000000045
59, 71, 0.000000000045
59, 72, 0.000000000045
59, 73, 0.000000000045
59, 74, 0.000000000045
59, 75, 0.000000000045
